Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2023-12-22 22:10","31796","32245","31681",
"2023-12-22 22:15","31632","31998","30921",
"2023-12-22 22:20","31373","31737","30921",
"2023-12-22 22:25","31167","31475","30921",
"2023-12-22 22:30","30883","31212","29992",
"2023-12-22 22:35","30775","30958","29992",
"2023-12-22 22:40","30560","30723","29992",
"2023-12-22 22:45","30403","30509","29912",
"2023-12-22 22:50","30203","30270","29912",
"2023-12-22 22:55","29884","29959","29912",
"2023-12-22 23:00","29644","29578","28632",
"2023-12-22 23:05","29377","29210","28632",
"2023-12-22 23:10","29291","28940","28632",
"2023-12-22 23:15","28985","28768","28383",
"2023-12-22 23:20","28726","28637","28383",
"2023-12-22 23:25","28366","28492","28383",
"2023-12-22 23:30","28154","28331","28233",
"2023-12-22 23:35","27953","28165","28233",
"2023-12-22 23:40","27661","28001","28233",
"2023-12-22 23:45","27326","27842","27583",
"2023-12-22 23:50","27185","27695","27583",
"2023-12-22 23:55","27072","27573","27583",
"2023-12-23 00:00","26985","27474","26982",
"2023-12-23 00:05","26748","27369","26982",
"2023-12-23 00:10","26667","27228","26982",
"2023-12-23 00:15","26587","27051","26482",
"2023-12-23 00:20","26442","26859","26482",
"2023-12-23 00:25","26228","26673","26482",
"2023-12-23 00:30","26007","26493","25867",
"2023-12-23 00:35","25890","26319","25867",
"2023-12-23 00:40","25688","26148","25867",
"2023-12-23 00:45","25492","25982","25192",
"2023-12-23 00:50","25298","25808","25192",
"2023-12-23 00:55","25180","25616","25192",
"2023-12-23 01:00","24905","25407","24739",
"2023-12-23 01:05","24747","25201","24739",
"2023-12-23 01:10","24662","25021","24739",
"2023-12-23 01:15","24362","24866","24094",
"2023-12-23 01:20","24250","24720","24094",
"2023-12-23 01:25","24103","24566","24094",
"2023-12-23 01:30","23941","24406","23479",
"2023-12-23 01:35","23905","24253","23479",
"2023-12-23 01:40","23554","24125","23479",
"2023-12-23 01:45","23514","24021","23146",
"2023-12-23 01:50","23465","23895","23146",
"2023-12-23 01:55","23252","23703","23146",
"2023-12-23 02:00","23074","23445","22754",
"2023-12-23 02:05","22915","23194","22754",
"2023-12-23 02:10","22770","23022","22754",
"2023-12-23 02:15","22826","22929","22563",
"2023-12-23 02:20","22746","22866","22563",
"2023-12-23 02:25","22543","22787","22563",
"2023-12-23 02:30","22330","22691","22569",
"2023-12-23 02:35","22198","22594","22569",
"2023-12-23 02:40","22201","22513","22569",
"2023-12-23 02:45","22160","22448","22261",
"2023-12-23 02:50","22097","22380","22261",
"2023-12-23 02:55","22035","22290","22261",
"2023-12-23 03:00","21966","","",
